content,at
Aplikasinya kok tdk kek dulu lagi sekarang malah tambah error ini gimana nii kok eror terus aplikasi nii tolong di perbaiki,2025-02-18 20:33:51
Kenapa apk ya susah di buka ada apa ini padahal udah di abdet tolong dong pihak bayu di perbaikin saya kurang puas ni pertama dolot lacar lancar aja pas udah di pake sebulan ko gak bisa dibuka apk byu ya,2025-01-20 20:31:19
"By.u kenapa si makin lama makin buruk. Signal tiba-tiba hilang. Padahal kouta masih banyak banget. Bulak balik mode pesawat , matiin data , nyalahin lagi same restart hpnya loh. Gokil jg klo gini mending ganti kartu lg.",2022-10-12 17:22:17
Terlalu banyak perbaikan dan jaringan sering lelet tolong dong perbaikannya segera padahal kartu telkomsel,2025-02-28 19:16:36
tolong di tingkatkan ya kualitas sinyal nya masih kurang bagus apa lagi buat live striming ngleg nya parah,2025-01-26 20:32:40
Buat yang mau beli kartu byu mening ga usah jadi beli nanti nyesel sinyalnya jelek percuma gua beli kuota tapu jaringan nya ga bagus,2025-03-17 15:22:33
"pengiriman penggantian kartu sim card yang hilang lama, udah chat asisten virtual nindy malah selalu kesalahan pada sistem",2025-02-02 12:30:27
Sudah transfer 2 hari ditunggu2 paket datanya belum masuk dichat operatornya tidak ada respon...dan selalu ditolak ........ ?????,2025-03-01 16:50:20
"Aplikasi nya selalu nge bug dan suka susah di bukanya, hampir setiap hari kayak gitu terus",2025-02-28 17:07:34
Aplikasi sering eror jaringannya juga sering eror adahal 3 batang tapi tidak bisa buat seskrol,2025-02-28 13:39:39
"Tolong benerin signal nya mau cek pulsa , kuota abis g bisa di buka selalu masalah jaringan.",2025-03-03 17:11:39
"paket internet gak jelas.kadang mati sendiri, kadang aplikasi gak bisa di buka.LOL",2025-02-28 18:48:38
bang gak ada gratisannya hhhh oke2 udah bagus kok. Tapi kalo ada gratisannya lebih bagus hhhh kayak di My telkomsel,2025-03-23 22:48:18
Aplikasi'y kadang ngaco... coba benerin biar lebih praktis.... saya sampai harus uninstal dulu trus instal ulang aplikasi'y,2025-02-20 01:43:58
"aplikasi nya kadang lambat mau masuk, bisa di buat cepat masuk nya",2025-03-17 08:17:15
Makin parah gak bisa masuk Bukanya diperbaiki aplikasinya malah fiturnya yang di tambah Pokoknya bikin emosi,2025-02-28 18:36:41
revolusioner.. mudah nyaman gampang.. pengoperasiannya.. paketnya sangat murah . ramah dikantong.. top Markotop,2025-03-17 09:02:49
"aneh jaringan super lemot. Tidak recomended, jaringan lemot totalllll. Hadeuhhhh rugiiiii",2025-02-02 15:15:22
"tolong perbaiki admin , log in aplikasi keterangan srver sdg perbaikan, dm ke cs tidak ada respon ..",2025-02-17 12:34:05
Eh kuota toping gaming kalo ga bisa otomatis kepake harus di pancing pake kuota reguler atau wifi mending gausah deh Ga terlalu ngaruh juga,2025-02-14 13:26:29
"Buruk,benerin kualitas jaringan sama apk nya,jaringan lag parah percuma gw beli dan apk sering ada bug gajelas",2025-02-26 21:29:14
"apaan apk gk jelas pemeliharaan sistem tiap jam, sinyal nya suka ilang sendiri apa coba",2025-02-28 12:17:21
jaringan nya sangat ok dan harga paket internet ny jg murah apalagi bnyk promo dan gak ribet,2025-03-12 15:11:26
"Saya dari pertaman reali b.yu lama kelamaan jadi gak nyaman 1. Jaringan 2. Kuota , awal murah lama kelamaan mahal 3. Ketika tidak ada kuota apk b.yu tidak bisa masuk gimana coba , s",2021-11-28 17:44:16
"Mau hapus email tidak bisa pembaruan otp, padahal otp sudah benar",2025-01-29 20:28:32
Parah bangettt lola... Kuota masih banyak tapi gak bisa buka apapun... Tetap harus pakai wifi lohh,2025-02-13 18:40:04
Aplikasi terlalu berat. Lemot banget. Perbaiki lagi supaya ringan dan menarik user.,2025-02-20 11:09:07
Jaringan lelet. Operator tidak informatif. CS nya sangat slow respon terhadap aduhan kendala.,2025-02-24 10:36:06
plis apk byu masak ada promo yg udah di beli gk bisa di beli lagi tolong lah di perbagus lagi biar yg gk punya paket atau orang gak punya bisa senang mksh,2025-03-06 15:39:50
harga murah tapi kecepatan jaringan dengan harga tidak beda jauh masih diragukan.,2025-02-01 13:19:44
"Sejauh ini saya senang pakai by. U tapi ada beberapa saat saya sangat kesal karena sinyal sering ngadat pas penting pentingnya, dan juga tolong buat jaringan by. U lebih stabil lagi untuk memainkan game online karena selama saya pakai sering ngadat dan mempengarui permainan Terima kasih",2020-05-08 01:12:04
jaringan nya lemot pas masuk aplikasi nya loading trus download aplikasi juga loading jelek lah pokok nya,2025-03-18 20:35:51
parah ga bisa di akses nih. padahal mau aktifkan kuota.gimana sih penambahan fitur tapi servernya down seharian.,2025-03-05 19:37:11
"mohon kak, ini jaringannya kenapa lemot ya? saya pikir hp saya yg bermasalah, tolong diperbaiki. Terima kasih",2025-03-19 11:30:59
"Murah doang kualitas g memadai, udh beli kuota ttp sinyal jelek. Sangat mengecewakan pindah kartu lain aj. Udh hub admin sama aj respon ga jelas",2025-02-11 01:12:44
"saya mau beli kuota tapi dari semalem gabisa, terjadi kesalahan mulu. ini apknya kenapa makin eror sih",2025-03-08 05:18:44
"Sinyal buruk sekali...terlalu sering maintenance , ...parah, tukar ucoin sudah nggak bisa dgn alasan jaringan",2025-01-29 14:07:51
"sudah hampir 4thn pake by.u ga pernah ngeluh, tapi beberapa minggu ini kualitas jaringan makin buruk, bahkan sampai hilang , terutama saat main game ,padahal sinyal tetap ada, ga ada angin ga ada hujan tiba"" koneksi internet terputus , mulai terfikir untuk pindah ke provider lain",2024-09-13 10:55:07
"Buat sosmed lancar, kirim chat lancar, download download lancar, giliran buat main game lemot parah ampe ping 999+. Tolong di perbaiki secepatny dong",2025-01-27 21:28:33
Sangat tidak puas sama jaringan kartu ini not reccomended buat dipakai. Sudah beberapa kali komplain ke live agent percuma gak ada perubahan malah tambah jelek jaringan capek doang bertele².jaringan 2mbps paketnya kok malah rata² 100 kbps doang. Benerin dong kecewa.,2022-02-14 12:54:12
"pesan terbuka nih buat apk byu ini ya, jaringan aman banget buat buka lain tapi kenapa pas waktu mau beli kuota error error error dan error terus gunanya apa ada apk nya tiap mau beli kuota nya jaringan error ya udah terpaksa beli di konter ya gak papa sih tp kan gunanya apk nya buat mempermudah user , tolong yak",2024-10-29 12:15:30
"aplikasi bermasalah terus, beli paket data malah ga masuk paket datanya.",2025-02-28 18:45:40
semoga pilihan menu lebih banyak untuk mempermudah customer dalam Memilih & harga kuota tetap terjangkau,2025-02-01 23:14:14
"Parah signal nya, udh berkali2 on off airplane tetap aja gak dapat jaringan 😒",2025-03-07 19:54:21
ini loh kenapa aplikasi nya mau buka aja susah nya minta ampun sama beli paket nya aja ke apa gitu saking susah nya jadi tolong lah di perbaiki by. u nya kalu gabisa ganti b. o aja sekalian,2025-03-23 19:39:46
"ga jelas,masuk aplikasi lama, sekalinya masuk langsung gelap gara² gak aktifin lokasi",2025-03-15 11:49:46
"Sangat buruk kenapa kuota saya gaada internet sama sekali padahl kuota saya masih 11gb dan masa aktif nya masih lama juga, padahl seblum sebelumnya ga kek gini",2025-02-11 14:59:18
"Jaringan selalu jelek klo belum bisa bikin jaringan bgus nda usah patok harga mahal mahal, apa bedanya kau sama kartu XL",2025-02-28 22:32:58
"ga suka banget kalo di ilangin jaringannya, ga stabil gitu ga asik jaringannya sering ngegoshting",2025-02-08 07:55:20
udah bagus kartuny di kaltim tpi kasi ad bug di aplikasi ny saya mau nukar ucoin tpi gk bisa² padahal lg butuh cepat semoga bisa di perbaiki secepatnya,2025-01-30 17:41:03
tolong ini kenapaa ya jaringan ful 4G+ masa ngeleg banget gajelas terus sinyal suka ilang 3-6 detik dipake buat main ml ga nyaman banget,2025-01-29 00:13:53
Tolong dong diperbaiki masalah server melulu jadi ngak nyaman make kartu ini lagi,2025-01-27 17:33:54
"ngelag gapernah bener nih kartu, udah pakai tambahan toping buat main game tetep aja ngelag..",2025-02-04 16:23:58
"semoga ada lebih banyak promo combo internet.. murah2 supaya rame beralih ke By.U,,, paket mingguan dan paket harian...",2025-01-29 09:51:24
"Najis jaringan kg stabil, sering pending kalo buat WA dan buffering kalo buka youtube hadeeehhhh... 😮‍💨",2025-01-22 11:57:18
"Kenapa gak bisa masuk aplikasi Selalu bilang ""kamu tidak dapat masuk aplikasi"" Chat lewat mobile gak bisa",2025-02-04 18:36:40
"saya kira sejak terakhir saya ulas akan ada peningkatan tapi ternyata tidak,malah makin lag saja hanya bisa buka Facebook saja untuk paket yg UNLIMITED bahkan gaada di 1 Mbps sama sekali,cukup kecewa dengan by u,besok saya akan ganti ke kartu lama saya saja lebih wort it untuk mengeluarkan uang,dari pda mengeluarkan uang untuk beli paket by u yg UNLIMITED nya cuman bisa buat Facebook, kalau pun bisa ig dan youtube sangat lag,terima kasih by u.",2021-03-11 20:38:47
"Kenapa setiap saya menghidupkan atau mematikan data selulernya selalu jaringannya mendadak hilang dan muncul hilang dan muncul lagi,sehingga menjadi terhambat dalam pemakaiannya.tolong di perbaiki",2020-06-11 16:37:27
"Baru juga mau mencoba sudah kecewa, pembelian dan pembayaran sudah berhasil, malah kartunya tidak tersedia, padahal di aplikasi tertulis tersedia. Nyari bantuan DM IG,belum jg di respon.Di aplikasi malah suru nyari booth lain. Masa iya saya harus keliling Denpasar, buat nyari kartu.. ???!!!",2021-11-29 09:38:22
"Awal nya doang kenceng di pertengahan 3-10kb, parah speed cuma 10-30 kb doang buka google aja ga bisa loh",2025-03-23 09:20:27
"Awal awal dulu internet bagus nyaman. Sekarang lemot bikin pusing bufering terus, kirim wa saja harus keluar rumah.",2025-02-20 22:04:00
baguss tapi kenapa selalu update padahal baru malam tadi update eh paginya harus update lagii tolong di perbaiki,2025-03-24 11:24:10
Aplikasi nya leg banget terus pulsa nya suka aja ilang padahal data saya masih ada.aneh banget awal na 15000 Jadi 13000,2025-02-27 16:15:09
"apalah makin sini makin kacau ni aplikasi, dikit dikit maaf ada masalah, kalo ngga ya gitu kode OTP tidak terkirim haduh",2025-02-28 18:55:13
"Makin lama makin mahal paket ya. Sinyal sering eror, apl sering eror gak bisa ke buka bikin emosi",2025-01-14 10:39:41
"Jaringan lemot, rugi beli perasaaan dulu bagus sekarang lemot banget, bikin kesel udah coba mode pesawat, pindah dulu 2G (GSM), tau gini mending pindah ke provider lain, sekarang by.u berubah.",2024-03-05 10:03:46
Hapus fitur-fitur tidak penting biar buka aplikasinya cepat. Tambah metode pembayaran Qris.,2025-03-05 21:16:42
"aplikasi paling gajelas , lemot ,jangan panik mulu pesannya ,makin ksini makin gajlas aplikasi byu",2025-01-19 06:53:07
"Bagus banget aplikasi nya,dan juga paket kuota nya juga lancar,makasih ya byu,semoga ini bisa bermanfaat untuk semua.🙂",2025-02-24 13:54:10
"Punyaku kok gak biasa di buka ada tulisan perangkat keras aman tidak tersedia, cara ngatasinnya gimana min",2025-01-26 19:53:25
Internet busuk gausah pakek kartu ini soalnya lag banget banyqk bug kok gk pernah di urus segera cepat dii perbaiki!!!!,2025-02-08 09:23:13
"Kecewa berat padahal udh login malah logout sendiri,malah masuk kin akun aja susah udah pakai segala cara GK bisa",2025-03-21 11:18:26
"Buruk kali. Masa udh diisi pulsa tapi g masuk, tambah lagi jaringan jelek.",2025-03-08 05:59:19
"Ni aplikasi suruh login Mulu, stiap buka suruh login, setiap buka lagi suruh login lagi :)",2025-02-28 10:57:29
Gila kok sekarang deras banget nyedot kuota nya!! Masa beli kouta 7giga sore eh malem udh tngl 4giga pdhl liat tiktok gk bnyk!!! Semakin kesini semakin bnyk lah kemunduran ny by U ini!!,2025-02-13 21:40:43
"Harganya lumayan murah dibanding provider lain. Sinyalnya juga cepet, namun kadang lemot",2025-01-25 22:48:24
"Ini aplikasi gmn sih?? Aplikasinya error apa jaringan putus?? Mau cek, tapi kok g bisa-bisa hadeh",2025-02-28 17:17:51
"jangan pakai nomor By U sbg nomor Utama, karena kalau kartu fisik nya hilang..susah sekali untuk mengurus nya..",2025-03-24 17:19:41
"Aplikasinya ga jelas eror terus, mau isi ulang aja gabisa bisa gara gara aplikasinya eror",2025-02-28 13:05:34
By. U kenapa nih kok ada error yah tadi saya beli paket 10rb 1gb udah transaksi berhasil lewat link aja. Tapi setelah di cek kuotanya ga ada mlah belum di paket kan katanya kok bisa gitu yah? Komplen nya kemana sih lumayankan 10gb kalau sampe hangus?,2020-05-19 13:36:31
"Sinyal jaringan kadang suka ilang-ilangan wkwk,dh gitu suka ga stabil ping jaringan nya",2025-02-22 23:15:26
kacau buka aplikasi by.u sendiri aja error mulu kuota abis jadi gabisa beli. payah.,2025-02-28 21:19:21
"Kenapa tiap berhasil login malah ke force close sendiri? Udah berjam jam dicoba lagi sama aja,kenapa si?",2025-03-07 08:00:04
ap lah Telkom maket masih sisa 2gb gak bisa di pake pas di isi lagi gak bisadi pake . udh 5 hari gak bisa tolong di perbaiki udh lama gini trus,2025-02-13 05:46:13
"Kartu by.u semakin kesini semakin parah sinyal tidak stabil, saya selaku pelanggan setia kartu by.u merasa sangat KECEWA .. Buat admin tolong di perbaiki lagi jaringannya sangat tidak stabil PARAH .. kalo kaya gini terus auto pindah gsm lain",2020-07-30 00:06:05
kok makin jelek banget jaringan nya buka aplikasi apapun juga jaringan GK stabil,2025-03-11 22:46:46
"Dari pagi sampai malam, ERROR MULU ni Aplikasi, KETERANGAN MASALAH SERVER TERUS..!!!!!'",2025-02-28 21:38:46
"paket data Super Kaget 7GB saya tiba2 hilang setelah update aplikasi, padahal masih berlaku sampai tanggal 3 April 2025 pukul 21.53 :(",2025-03-22 16:27:36
Tolong dong.... Knpa pake kartu ini kalo d pake live sinyal ny hilang ga bisa d pake sama sekali,2025-01-28 21:01:35
Maap ku kasih bintang dua karna aplikasi lemot ga bisa di setabil Katanya jaringan telkomsel bagus tapi ko ini malah lemot banget,2025-03-17 19:22:05
"Pertahankan terus paket unlimited 2Mbps bulanannya, harga jangan dinaikan, karena itu paket yang goodjob",2025-02-10 09:11:13
"Kartu apalah ini, baru juga isi pulsa buat beli paket masa ad pemeliharaan sistem,udah tau pulsa di apk byu itu keserap kartu ampas",2025-02-28 09:49:13
"kadang jaringan loading kalau hujan, mohon kalau ujan jaringannya bisa lebih cepat lagi admin🙏🏻",2025-02-01 13:56:20
"Kasih bintang 2 dulu soalnya sekarang by.U jaringannya rusak banget,,apalagi buat main game online,,tolong dong min baikin jaringan nya.soalnya jaringan yg lain tuh pas gue coba jaringannya baik2 aja cmn by.U nih yg jaringannya yg rusak parah.",2021-08-17 18:16:51
"Aplikasi lemot berat banget rasa nya ini aplikasi,,, jaringan jg udh mulai lemot",2025-03-06 13:29:16
"Mau beli paket suruh masukin otp tapi salah Mulu, di salin terus tempel juga Sama aja, gimana ya aplikasinya?perbaiki lagi dong😑",2025-01-30 18:43:33
Tolong diperbaiki ya Apk nya karena pas mau masuk ke dalam apk nya lama banget untung saya sabar,2025-01-15 15:57:28
eror mulu kebanyakan nge bug dikit² masalah beli kuota harusnya dapat koin malah kagak gara² eror kapan di benerin nya?,2025-02-28 13:34:42
"Mohon di bantu aplikasi byu tidak bisa di akses, keterangan nya perangkat keras aman tidak tersedia, fitur keamanan tidak tersedia.",2025-01-29 06:11:40
"Pengen nangis rasanya ya Allah, saya gagal test kerja karena masalah koneksi, by.u tidak bisa login dan masuk aplikasi pada malam kamis tanggal 03 Januari 2024. Saya berniat untuk beli paketan internet untuk belajar namun dari jam 7 malam hingga sekitar jam 6 pagi tidak bisa login aplikasi, banyak waktu yg terbuang. Lalu saya biasa beli pulsa melalui e-wallet DANA namun sekarang setelah update malah diharuskan hubungkan pembayaran instant, saya sudah coba berulang kali menghubungkan tidak bisa.",2024-01-06 21:03:13
"Jaringan sering gangguan,lemot lelet..... suka males kadang kalo mau ngisi paketan atau pulsa,",2025-03-06 20:19:03
Sebenarnya sudah bagus providernya tapi di daerah saya lumayan kurang jaringannya tapi rekomendedlah harganya,2025-01-30 15:48:51
baruu coba pake kartu ini tapi kenapa kalau sayaa isi pulsa pasti ngurang terus padahal ga punyaa utanggg data sudaa dimatiin juga knp setiap ngisi ngurang tolonggggg by.u🙂🙂🙂🙂,2025-03-22 17:37:05
"barusan beli, saldo udah berkurang tp kuota blm masuk (ktnya transaksi blm dibayar) padahal sudah",2025-03-19 00:16:06
"akhir-akhir ini sering bgt gangguan aplikasi nya, keterangan nya error teruss",2025-03-05 18:35:50
"Gangguan nya bikin kesel, sudah tau Paket internet mau habis. Malah aplikasi nya gak bisa di isi ulang",2025-03-18 01:36:50
"Ada apa dengan by.U????? GK bisa login sama sekali huhu... Tolong di perbaiki dong server nya,GK bisa isi pulsaaaaaaaaaaaa",2025-02-28 20:28:04
"Sinyal udah full 4G+ TPI sinyal jelek bet terutama saat hujan+angin, tolong di perbaiki lagi",2025-03-12 19:14:33
Tolong by.u jangan trus ngambil sisa pulsa gua trus biasa gua beli pulsa 20 rebu baru beli Kouta yang 7 GB 15 ribu tapi sisanya pulsanya malah hilang tolong ya pihak by.u perbaiki salah merasa sangat dirugikan karna ini,2025-03-06 20:34:10
Aplikasi super lemot suka kluar sendiri sering terjadi kesalahan sistem,2025-02-28 15:23:04
tdk bisa di gunakan/buka app menggunakan jaringan Wlan/wifi. burukkkk,2025-03-09 09:30:31
"Apknya error Wak. Ngeloop, abis login trus selesai popup malah ke login lagi",2025-03-13 22:57:08
"Saya beli kuota 23 GB Sinyal si ok 4G hampir full cuman ilang 1 batang sinyal nya, Cuman kalo baru di pake pagi atau siang gitu buat nonton YouTube ig dll tuh awal2 lancar, tapi kalo udah lama langsung menurun kecepatan nya, malah loading terus, padahal sinyal 4G ttp sama, kecewa si, saya beli kuata tapi malah di batasin gitu",2020-08-31 12:22:18
Aplnya lemot di buka. Mau beli paket data selalu gagal . Perbaiki lagi aplnya biar pengguna puas,2025-03-02 14:15:23
"Aplikasinya ngeBUg terus, pas mau ganti simcard hilang, CSnya juga slowrespon",2025-01-19 10:54:22
"aplikasi yang tidak friendly, bingung cara aktifin SIM cardnya tidak muncul di aplikasi",2025-03-15 15:56:35
"jaringannya kurang stabil, tolong perbaiki, yang niat sedikit dong",2025-02-27 23:42:18
"Agak laen ni apk By.U Minta kode verifikasi durasi waktu 1menit, eh ternyata dikirim 1jam kemudian. Bukan maen",2025-03-11 10:36:01
Ini aku udah beli paket data udah di bayar juga tapi kok ga masuk ya? terus buka apk nya lama bangett,2025-03-07 09:29:44
"Jaringan buruk Sinyal banyak internet gak stabil,apalagi kalau buat main game sering ngeleg",2025-01-31 10:22:13
nanti baru kasih 5 bintang ya!!!! klw bisa 10 GBnya jd 5 hari biar bisa lebih lama pemakaiannya.,2025-03-05 03:27:56
Signalnya skrg kaya ee.. Jelek pisan.. Bikin kapok. Banyak gangguan.. Lemot. Ilang signal..,2025-02-07 14:52:28
"Ada permintaan untuk update aplikasi tapi ternyata malah ribet, sampai pada akhirnya aplikasi yg sudahbterpasang gak bisa dimanfaatkan lagi",2025-03-21 17:18:53
gak bisa aktifasi harus lewat apk udah buka malah muncurnya buat paket nyesel gua beli ni kartu. Jangan beli kartu by.u nanti nyesel,2025-03-05 01:02:43
"min, perbaiki lah sinyal di Kota Malang, masa 24 jam sinyal hilang² trus, mana tiap jam hilamg trus²an,",2025-03-05 22:13:30
"Saya beli kartu lewat aplikasi by u tapi gak sampe , alamat sudah lengkap tapi katanya penerima tidak di ketahui gimana si , gak ada itikad baik juga buat ngembaliin uangnya",2025-02-28 10:47:33
"mohon lebih di perbaiki, apk nya sering gangguan terus sinyal ga stabil",2025-02-28 19:07:56
"Masalah Server Mulu Heran, Udah Beli Kuota Masuk Aplikasi Masalah Server Ngga Pake Wifi Ngga Pake Kartu, Udah Beli Paketan Pake ATM Saldo Udah Kesedot Kuota Belom Ada Kocak, Server Benahin. Server BRNAHIIINNN!!",2025-03-07 02:36:34
"Apk Byu ini sangat berat , gak mampu terbuka di kondisi kurang sinyal.",2025-03-06 04:45:45
Tambahkan beragam pilihan paketan nya dong min biar jadi lebih variasi kaya operator sebelahnya,2025-01-18 10:02:13
"Sudah semua solusi dicoba tapi,,,tpi stak di tulisan PERANGKAT KERAS AMAN TIDAK TERSEDIA,FITUR KEAMANAN MUNGKIN TERBATAS..trus bagaimana ini",2025-02-17 12:25:24
"gjls di update malah jadi gak bisa beli paketan, server bermasalah Mulu anehhh bgt",2025-03-22 18:25:03
"Tambahkan fitur ubah email, fitur simpel gini aja gak bisa payah.",2025-02-19 23:17:31
"Pakek byu enak sih. Cuma kadang"" sinyal nya suka ngedown sendiri mungkin itu yg perlu di perbaiki kedepan nya. Kalo buat ngegame lancar"" selama ini. Saya suda berlangganan 1thn lebih enak"" aja",2022-12-01 17:59:11
"beberapa bulan ini sinyal by.u jelek banget ga kaya biasanya, bahkan main magic chess yg notabane nya cuman pindah2in karakter aja bisa sampe muncul notif 'menghubungkan kembali' terus2an, mau mabar jg sering nolak alasannya jaringannya jelek, mohon ditingkatkan lagi ya soalnya kangen by u yg dulu yg sinyalnya masih lancar",2021-01-22 20:05:33
Klo perbaiki jaringan dan aplikasi dimalam hari aja cuk... Jangab pas trafic pagi hari yang rame,2025-02-18 06:49:43
Sering banget minta update . Trus kalo buat dengerin musik lagunya di ulang2 terus nggak mau ganti lagu tolong di perbaiki lagi. Musiknya juga musik jadul bukan musik hits,2021-09-12 11:00:21
"Tdak bisa buka aplikasi nya maubisi data, jngan ada yg beli kartu ini tdak maksimal pelayanan operatornya",2025-02-28 20:33:29
"Gila stres. Susah jaringan padahal area jakarta. Saya ojol jadi blunder gpspun tidak mau gerak Jaringan GEMBEL banget beli kuota kan pakai uang. Ini bermasalah lagi kalau gapunya tower internet sendiri gausah aja bikin kartu, SAYA SEBAGAI OJOL KAGA BISA KERJA GPS NGGA MAU JALAN.KESASAR SANA SINI",2025-02-15 17:01:37
kenapa ya akhir2 ini sinyalnya jelek terus? mau isi data pun jadi ke hambat karna servernya lagi jelek,2025-02-28 14:16:15
bagus 👍👍👍 hnya ketika mati lampu jaringannya hilang. untuk normal nya bagus. murah lg. 👍👍 sukses buat byu,2025-02-19 10:10:15
"Ini gimna sih apk bayu, saya mau beli internet yang 17k 9gb malah ada bacaan upps terjadinya masalah udah ku DM IG bayu malah kaga dijawab anehhhhhh!!!",2025-03-06 20:51:06
Ini jaringan sampah ping buruh keneksi buruk nyesel juga beli paket ni by u. Lebih banyak yang murah berkualitas,2025-01-25 05:39:42
kebanyakan perbaikan apk gimana mau beli paket data kalo sering banget perbaikan,2025-02-28 09:50:50
Sinyal sampah jelek paketan terhitung mahal timbang provider lain yang sinyalnya bagus dan stabil,2025-03-01 19:18:35
Wah bagus banget!! Sejauh ini ada promo promo walaupun sedikit ngelag tapi ngelag nya jujur. Cocok untuk remaja,2025-03-05 20:23:15
Aplikasi sering gangguan server. Tolong di perbaiki lagi 5jam eror aplikasinya,2025-02-28 19:50:45
Entah knapa jaringan byu akhir2 ini sangat menjengkelkan alias jelek nanti klo sudah stabil saya tambah bintangnya,2025-02-07 00:53:23
Kenapa jaringan nya suka lemot..tolong di optimalkan lagi kualitas jaringan nya,2025-03-15 23:21:59
"Semoga paket 2 mbps bisa ditingkatkan menjadi lebih tinggi, supaya bisa streaming FHD dengan lancar",2025-02-01 18:45:54
"Banyakin lagi kejutannya yaa min, karna saya terbantu sekali ketika butuh buat tugas kuliah😹",2025-01-24 14:17:13
Aneh sudah memasukan KODE OTP gagal mulu padahal sudah benar. Kecewa padahal udah 4 tahun lebih makai BY U,2025-02-28 14:54:42
"Awal nya doang yg bagus,makin lama makin jelek jaringan nya + mahal saran gue pindah aja ke Indosat jaringan bagus paketnya murah2 12 gb aja 20 ribu",2025-03-24 19:38:59
"Udah jaringan busuk, aplikasinya juga busuk lagi, kalo bukan di pake jadi nomor kerja udah gwa buang ini kartu ampas",2025-02-28 18:12:25
Gimana nih udah beli pulsa buat beli Kouta Untuk apk pakai segala eror terus disuruh login trus udh login ga bisa masuk nomor dah bener gimana sih,2025-03-05 19:07:50
"apaan coba pas awal pake kenceng banget, lama kelamaan kok sering e sinyal nya kesel bannget bapuk",2025-03-23 10:03:01
Kenapa aplikasi nya suka keluar masuk ga jelas padahal sinyalnya bagus/stabil,2025-03-13 22:46:37
"Ganguan trus ga bisa isi kuota kerana aplikasi ga bisa di bukak, mending ganti kartu 3 TRI , payah sangat mines",2025-02-28 20:53:24
"aplikasi nya sangan membantu,dan juga mudah untuk membeli kuota atau mengeceknya kuota kita",2025-02-23 00:12:10
aplikasi nya kadang eror gak bisa ke menu ngestak di logo by.u terus loading masuk ke menu nya lama saya & kawan-kawan pengguna by.u pun merasakan mohon di perbaiki lagi & sinyal gak kaya dulu super ngebut sekarang sama ajah kaya pake Axis lemot apalgi habis hujan kadang gak keluar jaringannya 🔥,2024-10-30 01:48:33
tingkatkan lebih bagus lagi dan banyakin promo nya yh sukses selalu deh buat by.u,2025-03-22 06:54:11
Tolong perbaiki kualitas aplikasi.. srg sekali terjadi masalah & susah unt pembelian kuota melalui aplikasi .,2025-02-28 20:03:39
"Menang sinyal doang, giliran mau ngisi paket data eror mulu aplikasinya, kuotanya mau abis mendadak ilang jaringannya",2025-02-28 09:35:45
Kartu ga jelas harga mahal internet gak bsa di akses udh malah chat officernya lambat banget responnya mending cari provider lain aja kalo bisaa saya ss saya ss kasih buktinya,2025-02-10 22:11:21
"Woy pin pembuka slot simcard kependekan, gk nyampe kedalam, akhirnya gabisa dibuka, aneh jg gk logis knpa pegangannya yg dipanjangin alih alih tusukannya, minus otak yg desain anjir kecewa berat",2025-03-12 20:46:21
"Jangan pakai provider ini pulsa sering kepotong sendiri. Komplainnya ribet, nunggunya lama, balesannya cuma mohon maaf",2025-03-11 19:20:58
Ini kenapa lagi dah baru update blok malah forclose gitu apknya perbaiki lah tolong terus gratisan banyakin Napa pelit banget,2025-03-13 22:32:57
Kesel gw minusnya buka apk ga masuk masuk coba di perbaiki lagi gimna mau beli internet kalau lama masuk..,2025-02-17 19:31:52
Sering error katanya server sedang bermasalah atau sibuk pdhl paketan sudah habis mau beli g bisa,2025-03-05 18:40:11
"Sebagai pengguna byu sudah cukup lama. Kecewa dengan kualitas byu. Katanya unlimeted 2mb. Masa diatas 100/gb kena FUP penurunan kecepatan sampai dengan 128kb/s, masa aktif masih lama gak imbas nya lelet sekali",2023-02-14 19:23:20
jaringan bagus cuman kadang kadang ada gangguan server kalau mau maketin data,2025-02-14 15:24:15
mantap pakai by.u sinyal nya mudah paket nya juga murah banget.,2025-03-16 08:26:53
aplikasi nya udah bagus tapi berat banget semoga ga berat biar hp RAM 2 gak ngestak,2025-02-24 13:36:38
"Tiap mau masuk apk kalau GPS tidak diaktifkan tampilanya hitam ngga muncul, tolong perbaiki",2025-03-09 01:53:53
"tolong untuk admin by.u jika ada masalah di respon, semua sosmed sampai email udah di cek ga ada 1 pun yang respon",2025-03-01 13:00:27
Kenapa pilihan paket data nya tidak muncul ya seperti biasanya jadi susah untuk beli kuota nya :(,2025-02-16 06:38:58
"ngelag banget aplikasi nya padahal buat buka apk/sosmed lain lancar"" aja tapi pas masuk ke aplikasi ByU ngelag parah",2025-02-28 10:58:00
jaringan penuh knapa masih lambat internetan saya. beli yg 152 ribu paket 2mbps msih juga lambat. kenapa?,2025-03-07 14:49:57
"Sinyal internet susah,gk setabil sering ilang. apa gunanya paketan murah tapi sinyal susah.",2025-02-15 23:06:54
"yaelahh cuma paket doang murah tapi sinyal ecek"", kapok dah pake by u, ngga rekomen bgt, sinyal paling jelek yg pernah gw pake 🥴👎👎",2025-03-23 10:13:31
"sinyal nya agak susah, kalau buat kirim chat jadi lama, tapi kartu by.u bagus, murah juga",2025-03-05 19:51:12
